Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
532	-16.145794	12.419719	6.7371144	-28.057098	797.2	-17.910513	5.535082	-5.583807	-40.10065	2132000	-6.103516e-08	282.2741	-0.0013312531	-274.41013	2.2798555	0.020542508	0.10575	8.0	2805.656685113907
533	-69.400665	17.247036	-43.205585	-91.16937	1000.0	-3.61824	2.0307384	7.692176	-10.598616	2136000	-2.7656554e-08	8.256341	-0.014078572	-7.665698	2.414548	0.022618085	0.1545	8.0	2811.0226097106934
534	-89.80698	17.265867	-69.02331	-115.7152	1000.0	-7.5353785	1.6679792	-4.7121325	-11.049013	2140000	1.411438e-07	2.750565	-0.022167923	-2.4871602	2.3741376	0.015038632	0.107	77.0	2816.7973783016205
535	-144.21033	17.430626	-124.43593	-167.60182	1000.0	-12.883746	2.1176836	-7.9206796	-24.65282	2144000	1.6880036e-07	5.944036	-0.0046379566	-5.1158733	2.2810278	1.2653569	0.0235	1.0	2822.1423008441925
536	-148.61533	12.666536	-139.23282	-170.43109	1000.0	-14.7898655	1.6922184	-10.553437	-19.28247	2148000	-4.386902e-08	0.41861445	-0.0037972243	-0.21538194	2.2664533	0.026817607	0.09625	3.0	2827.581464767456
537	-166.43655	12.843833	-145.00705	-178.3161	1000.0	-15.929896	1.8891729	-10.155271	-20.524683	2152000	-8.773804e-08	0.78074753	0.020503104	-0.55339843	2.2996542	0.052301016	0.41025	1.0	2832.983239173889
538	-26.035622	144.27228	8.3687	-671.22546	188.4762	-15.886486	16.338387	1.5504823	-76.59748	2156000	-6.093979e-07	328.59418	-0.0020450794	-310.02664	2.3078158	28.95515	0.52425	1.0	2837.614202260971
539	6.9692717	1.9081513	9.700126	4.1709437	149.5	4.1079865	3.580465	8.3551855	-22.292887	2160000	-9.536744e-10	7.99021	0.040382236	-5.435256	2.3028774	0.050993714	0.23275	1.0	2841.875118494034
540	6.813932	2.0153382	9.624139	4.0648475	149.03847	4.845045	2.2363408	9.029425	-11.947139	2164000	2.7656554e-08	2.7695487	0.011550979	-0.7225702	2.3123963	0.030702585	0.244	1.0	2847.3898963928223
541	7.3571444	1.8319585	9.875887	4.120447	144.25926	4.604974	2.0957553	9.884545	-4.8540335	2168000	0.0	2.297024	-0.00064626505	-0.5016546	2.3213418	0.021263089	0.18325	3.0	2851.649602651596
542	6.5565376	1.8295856	9.780951	4.1751914	146.11111	4.811248	2.4180827	9.245157	-3.6243439	2172000	-3.2663344e-08	1.6058433	-0.00834378	-0.3912133	2.2995641	0.014696148	0.19525	6.0	2855.9035634994507
543	6.037326	2.1318321	9.77109	3.1169891	156.88	5.2124095	2.932464	11.827464	-6.7180915	2176000	-1.9073486e-08	3.7267172	0.013728366	-2.2327538	2.3257155	0.037228525	0.4065	6.0	2860.148622274399
544	-17.8415	21.556337	4.4299483	-56.62676	598.6667	2.318308	4.242858	13.117409	-8.496856	2180000	4.9591065e-08	54.185524	0.013036445	-51.28032	2.3401592	0.027413264	0.28125	1.0	2864.378803253174
545	-95.957146	44.82634	-37.343414	-161.00023	1000.0	-6.395053	3.7406971	5.1912627	-23.263056	2184000	7.6293944e-08	31.29475	0.04182567	-27.612629	2.3467214	0.59819615	0.46975	1.0	2870.0557956695557
546	-132.858	72.71743	-56.25446	-228.2833	1000.0	-13.320931	7.7989607	2.8266287	-28.389742	2188000	-1.5640259e-07	2.3324845	0.32840824	-1.2528183	2.2557747	2.1355884	0.871	1.0	2875.503353834152
547	-295.7491	94.30682	-189.70093	-443.63403	1000.0	-23.811926	6.2167773	-3.7731512	-41.048927	2192000	7.629395e-09	120.10738	0.41459754	-110.4907	2.3173187	25.167648	0.98075	1.0	2881.031240940094
548	-10.344968	14.612751	6.786153	-29.666428	637.2	-6.571724	3.7532625	1.2118403	-26.126457	2196000	9.536743e-08	35.178715	0.091857344	-33.38268	2.3337512	0.27848956	0.5615	1.0	2885.5314569473267
549	-48.60192	18.43216	-32.02181	-79.54982	1000.0	-2.8901353	3.6834278	10.417535	-16.738968	2200000	6.2942505e-08	3.917676	0.025722766	-3.2076387	2.3007956	0.038535483	0.27825	2.0	2890.9308574199677
550	-6.065485	18.765718	5.6500063	-50.087902	379.8889	-2.7136762	3.280356	4.6164427	-18.398401	2204000	-4.2915346e-08	5.9842343	-0.0007935801	-3.8851807	2.2368379	0.02217149	0.23275	5.0	2897.053671836853
551	-22.205158	4.7463202	-14.595825	-26.659101	1000.0	-0.42855868	3.0229201	9.366482	-5.935146	2208000	-2.2888184e-08	3.3886793	-0.008330894	-3.0073345	2.3234918	0.009391373	0.11425	4.0	2902.449692249298
552	-50.59942	13.795392	-29.284153	-67.87939	1000.0	-4.043967	2.0455108	3.3365397	-16.862316	2212000	5.3405763e-08	1.1512332	-0.00043524933	-0.7313632	2.311684	0.014756724	0.12475	2.0	2907.920315504074
553	-67.739265	18.149506	-48.213154	-96.24616	1000.0	-5.861465	2.3631434	-0.3202316	-20.950195	2216000	4.5776368e-08	1.8387719	0.0015903492	-1.3168669	2.2864199	0.020981796	0.19575	1.0	2913.3638088703156
554	-54.89853	42.017956	-0.6009755	-105.14295	732.6	-8.02577	2.9327133	0.07087743	-19.648466	2220000	1.01089476e-07	6.2374	0.0050039627	-4.2986155	2.3535569	0.029868867	0.245	1.0	2918.577634334564
555	-31.006735	30.082148	1.097981	-75.66625	650.6667	-3.6976206	4.167118	6.9229755	-15.489877	2224000	-9.250641e-08	3.4941764	0.008370951	-1.2640395	2.3326495	0.025636787	0.197	1.0	2923.7627277374268
556	-23.280174	22.875784	1.5061934	-55.09371	644.1667	-3.484915	3.404053	6.7175927	-9.19791	2228000	1.525879e-08	2.2459757	0.0016442451	-1.0360738	2.3766537	0.013775221	0.19425	1.0	2928.89382648468
557	-23.81527	19.186853	2.6284933	-51.521465	796.25	-3.4345424	3.3995414	4.6933947	-14.517048	2232000	6.2942505e-08	1.4354651	-0.022430556	-1.017619	2.337573	0.009561612	0.14075	79.0	2934.3426673412323
558	-79.88633	20.294392	-61.886562	-114.117165	1000.0	-6.460062	2.3540783	-0.90127563	-11.815813	2236000	1.6784668e-07	3.4574804	-0.01041349	-3.0025334	2.2996147	0.018005762	0.11	4.0	2939.7194018363953
559	-173.23035	116.205666	-73.727066	-371.18457	1000.0	-10.71665	9.334394	15.544032	-148.90712	2240000	-2.9087067e-07	263.46005	0.13488309	-243.18097	2.3056047	16.860142	0.96025	1.0	2945.499365568161
560	-139.03487	74.7506	-19.59215	-207.8007	871.0	-14.813976	3.4987924	-7.4041376	-53.655712	2244000	-1.8501282e-07	46.93305	0.17348605	-41.713497	2.2309089	1.6969652	0.8975	1.0	2952.0572233200073
561	-154.72235	9.117485	-142.9448	-167.6742	1000.0	-15.658065	1.9636272	0.09233683	-23.026962	2248000	-1.2969971e-07	2.5237896	0.20461677	-1.2931424	2.268976	1.3221347	0.90975	1.0	2957.4845266342163
562	-168.55534	7.7384033	-158.96161	-180.23967	1000.0	-16.583902	1.8053979	-0.7792823	-25.08073	2252000	-1.4686584e-07	2.1402714	0.17210324	-1.0917519	2.2904398	2.523799	0.96	1.0	2962.900008916855
563	-135.06865	82.25936	4.343668	-204.3641	794.5	-16.01506	6.1909413	2.590946	-56.438354	2256000	-2.3937224e-07	24.53371	0.130413	-20.73659	2.2477667	0.40764695	0.583	1.0	2968.2266359329224
564	-57.80313	21.049765	-41.232956	-92.87467	1000.0	-7.160457	2.326186	-2.5619648	-24.975315	2260000	7.629395e-09	2.9849908	0.008500813	-2.3308969	2.2836778	0.04305884	0.182	2.0	2973.7134578227997
565	-93.31252	9.43589	-77.01105	-99.743546	1000.0	-9.416515	1.6397313	-3.30189	-14.480337	2264000	-1.2588501e-07	0.70758545	0.0068822135	-0.2780768	2.279714	0.02428518	0.296	2.0	2979.1557693481445
566	-129.6941	263.1053	7.149248	-716.6214	598.6667	-13.729467	20.451792	0.8990106	-64.798325	2268000	-1.8119812e-07	247.68204	-0.037208542	-228.08644	2.3285358	7.447496	0.46225	1.0	2984.106713294983
567	-37.377365	9.291637	-26.761507	-50.64851	922.75	-3.990311	3.1359465	5.048253	-32.32794	2272000	-1.9073487e-09	4.2723594	0.06634766	-3.6195188	2.2319849	0.15990582	0.58175	1.0	2989.2342019081116
568	-58.120018	13.070539	-36.92243	-70.24478	1000.0	-5.584428	2.2662122	1.9951899	-13.432595	2276000	-7.2479246e-08	0.7689842	0.033157624	-0.48424113	2.3416424	0.13186866	0.5735	1.0	2994.653029680252
569	-84.38127	11.4387245	-64.77412	-93.41211	965.75	-8.598689	3.0620508	3.32702	-14.980783	2280000	-1.525879e-08	2.0032666	0.05335752	-1.403118	2.2710013	0.19516738	0.6405	1.0	2999.885814189911
570	-85.96539	15.609967	-70.12529	-105.66226	1000.0	-7.602745	3.4203944	5.578955	-19.91013	2284000	-3.051758e-08	0.76654077	0.024117509	-0.39908236	2.2904513	0.03255759	0.31225	1.0	3006.627976179123
571	-134.78809	13.642664	-115.58441	-152.32147	1000.0	-11.860998	3.325238	-1.042946	-20.215883	2288000	-6.6280364e-08	1.1499243	0.00633543	-0.8527441	2.2741816	0.01572432	0.16125	2.0	3012.001075029373
572	-180.33234	34.192753	-142.15579	-234.35074	1000.0	-16.11158	3.14648	-3.6415985	-25.27954	2292000	7.2479246e-08	10.9791355	-0.0042324183	-9.03629	2.2311006	0.027171342	0.1725	3.0	3017.7707040309906
573	-130.17058	67.82653	-45.49168	-221.43315	1000.0	-13.607828	8.185976	-2.2243497	-55.43948	2296000	-4.196167e-07	19.23326	0.04531114	-16.83522	2.2456965	1.7410979	0.1595	1.0	3023.204341173172
574	-123.13245	31.68782	-91.152374	-155.97635	1000.0	-13.169355	4.275503	-2.8077013	-22.957205	2300000	5.8174134e-08	1.0006196	-0.0067105293	-0.71800345	2.30129	0.09687967	0.191	2.0	3028.6323862075806
575	-148.52345	29.124212	-122.1019	-197.71822	993.5	-15.412608	6.3341546	4.7436333	-26.741896	2304000	-7.43866e-08	4.4472957	-0.0013248563	-3.2521462	2.3057704	0.017290428	0.0505	1.0	3033.8026378154755
576	-118.51444	6.36366	-110.28223	-128.1513	1000.0	-10.553566	4.022388	5.94926	-23.077566	2308000	3.4332274e-08	1.1674358	-0.019206896	-0.6698591	2.2547212	0.011639224	0.12025	79.0	3039.5636970996857
577	-119.44587	23.17009	-93.996956	-155.43616	1000.0	-11.192291	3.5365367	1.3703729	-19.146534	2312000	-3.7670137e-08	0.7776271	-0.008457998	-0.36603022	2.2512572	0.014710449	0.0895	4.0	3044.970815896988
578	-87.14983	35.18529	-63.575737	-147.68164	1000.0	-8.546274	4.1907063	-2.3487048	-19.815714	2316000	7.2479246e-08	0.44901243	-0.023255913	-0.28069547	2.2238188	0.011977036	0.09075	68.0	3050.7161257267
579	-132.36427	16.964033	-114.133354	-153.1979	1000.0	-13.490085	2.552475	-8.1664095	-19.325441	2320000	5.1498414e-08	0.37338325	-0.014550227	-0.10263708	2.2508814	0.020675108	0.21625	9.0	3056.1423287391663
580	-159.4089	41.35597	-91.40047	-200.75017	1000.0	-15.852091	5.2298822	-4.3576765	-25.668545	2324000	-1.5640259e-07	0.72321963	-0.008587169	-0.41732982	2.2361777	0.013690302	0.041	1.0	3062.904738664627
581	-150.22058	28.817984	-120.03438	-192.0376	1000.0	-15.411303	3.8973103	-6.291191	-24.935051	2328000	6.532669e-08	0.6030814	-0.0028568248	-0.38081408	2.2310655	0.008483839	0.068	2.0	3068.3320350646973
582	-104.213684	25.574516	-68.02806	-138.9315	1000.0	-10.056796	5.520891	5.1262617	-23.237923	2332000	-2.5749207e-08	1.9998358	-0.00049438386	-1.5025814	2.2356572	0.011892027	0.23375	3.0	3073.7598915100098
583	-101.44058	22.658934	-79.33806	-133.01524	1000.0	-9.370324	4.069792	2.6583693	-23.60684	2336000	1.6403199e-07	0.51609594	-0.009450989	-0.24673596	2.2199428	0.01266867	0.125	9.0	3079.253877878189
584	-95.2501	22.62739	-70.98794	-130.20386	1000.0	-8.844896	2.8404047	-2.1798906	-22.181307	2340000	-2.2888184e-08	0.36482012	-0.016188987	-0.12055263	2.1750846	0.0019712844	0.0885	79.0	3085.3875274658203
585	-146.46512	20.558975	-111.1369	-162.39348	1000.0	-13.58773	2.4603024	-6.299431	-18.32086	2344000	1.411438e-07	2.6119084	-0.009416061	-2.4075294	2.2485166	0.01529072	0.117	6.0	3090.8190195560455
586	-92.879745	26.47647	-62.405964	-130.44014	1000.0	-9.481113	3.70348	1.0982537	-17.723463	2348000	9.536744e-10	1.015791	-0.01097693	-0.6803133	2.2405357	0.016689278	0.09675	10.0	3096.303495168686
587	-128.45937	16.584976	-110.40362	-148.14041	1000.0	-12.339461	3.8362203	4.336844	-19.481333	2352000	-1.525879e-08	0.8008886	-0.007121971	-0.44788006	2.2012107	0.0063685034	0.1185	3.0	3101.7741289138794
588	-107.33152	48.294815	-54.89989	-176.36247	1000.0	-10.161664	5.186716	0.6438191	-20.432787	2356000	1.0871887e-07	0.6736931	-0.0091250865	-0.50467306	2.2712524	0.016483154	0.175	8.0	3107.3478071689606
589	-73.85933	24.667902	-49.542442	-115.08263	990.0	-7.7447047	4.0841436	1.6060667	-18.38942	2360000	-1.3399124e-07	1.8500376	-0.010845027	-1.2617837	2.240375	0.020380912	0.1875	15.0	3112.5460488796234
590	-102.1721	18.92993	-83.356155	-128.5473	1000.0	-9.452199	4.9194508	10.282695	-18.409863	2364000	-1.0871887e-07	0.6915579	-0.010846149	-0.44476762	2.2238173	0.011375441	0.085	9.0	3119.321464061737
591	-118.21449	12.910178	-97.50787	-129.12502	1000.0	-10.997248	4.233884	6.1071973	-20.047306	2368000	5.3405763e-08	0.38361305	-0.001897068	-0.11904496	2.2088315	0.0037553904	0.0235	2.0	3124.8151304721832
592	-103.710785	16.450294	-85.215225	-121.87364	1000.0	-9.74656	2.7514913	-1.5577884	-18.031912	2372000	-8.34465e-08	0.5701717	-0.0057778656	-0.31234133	2.2415662	0.0067331186	0.04425	3.0	3130.2764840126038
593	-161.31721	16.471119	-140.21947	-182.30089	1000.0	-14.9785595	2.2626684	-5.6862884	-19.50572	2376000	-7.9154965e-08	2.3104725	0.012235765	-1.8703618	2.2134943	0.024638603	0.30475	2.0	3135.7641503810883
594	-146.3969	26.550026	-109.25866	-177.64093	1000.0	-14.258754	3.6771321	-5.7857347	-22.369373	2380000	7.2479246e-08	0.46201563	0.0035971785	-0.12852928	2.2327168	0.033687297	0.30325	1.0	3141.2186505794525
595	-154.1047	21.192009	-132.6601	-187.53505	1000.0	-15.244191	3.02047	-7.960833	-23.130922	2384000	4.5776368e-08	0.5313746	0.009253077	-0.20234221	2.2742467	0.028534412	0.34025	1.0	3146.678959131241
596	-185.76494	25.833633	-157.7377	-226.62358	1000.0	-18.432695	3.031578	-6.747641	-26.448277	2388000	-6.866455e-08	2.0134456	0.05435601	-1.4254984	2.2136521	0.1129805	0.5815	1.0	3152.179801940918
597	-147.19946	31.461899	-119.11768	-196.17458	1000.0	-14.3166685	5.792784	4.5769134	-24.67829	2392000	-1.8119811e-08	0.9319153	0.00687089	-0.4904615	2.2701004	0.022178218	0.2745	1.0	3157.998822450638
598	-106.58533	29.834911	-64.63566	-141.9806	1000.0	-10.0887165	4.2042065	0.71662426	-17.47604	2396000	1.9073487e-09	0.7833153	0.0032196008	-0.6172894	2.2710147	0.015433424	0.13575	1.0	3163.4792008399963
599	-86.63308	15.809086	-59.869778	-101.011314	1000.0	-7.963392	4.0781093	2.9152486	-23.399113	2400000	-8.106232e-09	0.77587396	-0.021316713	-0.56255156	2.206007	0.012380869	0.1415	79.0	3169.2893204689026
600	-90.62746	25.25201	-55.97271	-126.48368	1000.0	-8.712055	3.2586958	2.2457726	-14.780816	2404000	3.4332274e-08	0.4661461	-0.022693746	-0.267115	2.2137988	0.008907684	0.1275	79.0	3176.268119573593
601	-96.47819	27.177893	-57.605446	-133.40056	1000.0	-9.29974	3.993551	2.340606	-18.322838	2408000	6.866455e-08	0.2545658	-0.021599762	-0.09223902	2.1660633	0.012513306	0.152	33.0	3181.846395254135
602	-81.39828	12.263579	-60.926487	-93.20084	1000.0	-8.155347	1.7332009	-4.281687	-12.778999	2412000	-7.629395e-09	0.13482071	-0.016757803	-0.062214717	2.2115543	0.014021757	0.13	45.0	3187.5078921318054
603	-99.28172	9.197004	-87.8472	-113.42525	1000.0	-9.246338	3.4853272	1.7980667	-19.576365	2416000	-1.09434126e-07	0.45365942	-0.01791586	-0.31621093	2.2158115	0.0073438846	0.111	79.0	3193.3730506896973
604	-129.40167	24.399855	-93.142044	-159.13403	1000.0	-11.695287	2.8367376	-3.1224837	-19.724533	2420000	2.2888184e-08	2.2059631	-0.01219352	-1.9855419	2.2190661	0.014703744	0.09375	14.0	3198.8089084625244
605	-154.83006	42.530388	-92.35102	-211.69086	1000.0	-14.094044	6.5565596	-0.07911229	-122.98945	2424000	-5.874634e-07	26.349064	0.045597844	-23.066027	2.2059302	15.2092	0.25875	1.0	3204.2925181388855
606	-114.9239	25.1748	-87.02448	-155.49985	996.25	-11.759748	5.7023845	4.4099646	-24.904589	2428000	9.536743e-09	2.4535224	0.005452601	-1.8025904	2.2105126	0.06535302	0.1885	1.0	3209.4316160678864
607	-105.31503	38.0718	-64.5436	-164.47498	1000.0	-10.579295	4.502751	-3.1957293	-21.46786	2432000	-8.010864e-08	0.424386	0.0005376968	-0.25166327	2.2410188	0.08305189	0.14875	1.0	3214.9327290058136
608	-134.41739	39.065903	-92.2665	-197.82382	977.75	-13.208296	5.786361	5.835608	-23.701925	2436000	3.8146972e-08	2.654662	0.0043519447	-2.179977	2.1966527	0.05525744	0.09825	1.0	3220.1221101284027
609	-109.5378	28.72348	-80.08724	-157.1525	991.25	-10.5413475	5.360272	8.077847	-24.637648	2440000	-4.9591065e-08	0.90023935	-0.00166819	-0.5173498	2.136778	0.018005405	0.05075	1.0	3225.63135433197
610	-117.97366	21.670097	-92.29005	-152.1732	1000.0	-11.198916	5.2500834	6.7862654	-22.438974	2444000	-3.6239623e-08	0.31819627	0.012423691	-0.11344412	2.1587534	0.019189963	0.047	1.0	3232.3803236484528
611	-118.472626	16.889265	-93.86083	-140.79146	990.25	-11.752619	4.786206	8.758533	-21.44504	2448000	-1.9073486e-08	0.36789528	-0.004533638	-0.13355662	2.1404362	0.022522932	0.078	3.0	3237.530049085617
612	-136.6376	13.759148	-114.98134	-153.22073	1000.0	-13.477871	4.653085	9.573611	-20.312431	2452000	6.2942505e-08	0.37425452	-0.000888176	-0.15618834	2.140426	0.0555975	0.236	2.0	3243.029271841049
613	-103.01954	27.72769	-64.65137	-141.96384	1000.0	-10.181574	4.017913	-0.28980386	-17.443174	2456000	6.866455e-08	1.4351047	-0.007267593	-1.218107	2.2334497	0.012600429	0.089	2.0	3248.494708776474
614	-83.87224	27.38769	-63.208378	-130.96568	975.5	-8.759359	3.8741658	6.4685116	-18.505894	2460000	-2.6702882e-08	0.9140669	-0.0040294663	-0.7357552	2.177585	0.012426473	0.19225	4.0	3253.709116458893
615	-143.05399	43.812157	-77.769165	-200.50766	959.75	-13.602961	5.1878633	10.269697	-24.110607	2464000	-2.4223328e-07	6.64188	0.037460588	-5.8095427	2.1899395	0.056722187	0.4315	1.0	3258.9474840164185
616	-111.915184	52.78736	-22.818274	-160.83891	1000.0	-10.874613	6.034961	5.192725	-32.696793	2468000	4.9591065e-08	6.978087	0.024325442	-5.6811657	2.1653552	0.12506253	0.4645	1.0	3264.3735361099243
617	-32.211185	18.32393	-7.9611087	-53.33247	969.75	-6.2827606	3.216232	1.0418044	-14.810909	2472000	-4.196167e-08	9.311963	-0.022414062	-8.901761	2.1555552	0.0035849656	0.12625	79.0	3269.9111201763153
618	-41.502953	6.4333177	-31.560009	-49.559566	904.5	-4.2731395	3.788565	10.523087	-18.069292	2476000	-1.7166137e-08	1.2162417	-0.02383554	-0.9942429	2.0683506	0.013685717	0.13525	79.0	3275.0634305477142
619	-97.34403	21.815483	-63.425728	-122.558495	953.25	-8.815882	3.6158051	11.458119	-15.242192	2480000	0.0	2.41398	-0.023818592	-2.176139	1.9833242	0.015755333	0.1255	44.0	3280.5187509059906
620	-96.92027	9.527283	-86.05215	-109.02252	996.0	-8.739455	4.6456523	12.372626	-18.696804	2484000	8.010864e-08	0.29610246	-0.01806459	-0.1747503	1.9586644	0.009575365	0.12775	79.0	3287.2740869522095
621	-117.90709	15.506825	-91.329124	-128.64719	984.5	-10.771234	4.831747	9.525649	-18.624687	2488000	9.536743e-09	0.39117643	-0.008586126	-0.2685178	1.9212608	0.0076754037	0.0655	11.0	3292.4915697574615
622	-87.96802	13.265387	-66.82307	-99.68929	1000.0	-9.09983	2.0431354	-4.30655	-14.030039	2492000	6.2942505e-08	0.34320283	-0.0182214	-0.2516664	1.9153264	0.015392036	0.1005	44.0	3298.176862716675
623	-116.43477	17.325676	-92.769485	-139.74568	1000.0	-11.469053	2.0068922	-7.453396	-16.73447	2496000	4.0769578e-08	0.28132263	-0.011388193	-0.18985274	1.9139646	0.018220196	0.1305	8.0	3304.015983581543
624	-147.6605	20.98656	-117.92496	-176.10854	1000.0	-13.832986	4.569618	8.55926	-24.08361	2500000	-1.9454956e-07	2.889563	0.025404444	-2.557277	1.9785397	0.06934995	0.47325	5.0	3309.518656015396
625	-136.0925	25.920639	-95.46043	-165.55367	1000.0	-13.592242	3.2915251	-2.7722616	-21.216698	2504000	-8.392334e-08	0.4983285	-0.005190708	-0.3791524	1.8835094	0.0060894475	0.05075	1.0	3315.0032875537872
626	-127.05325	19.118362	-99.04502	-149.64742	1000.0	-13.004361	2.7219453	-6.287293	-19.464178	2508000	-9.346008e-08	0.17345613	0.0019657868	-0.072288655	1.9758649	0.017879313	0.25225	1.0	3320.5615663528442
627	-119.19191	21.08372	-87.31752	-142.67747	1000.0	-11.710734	4.441892	3.6044145	-19.367788	2512000	7.5340274e-08	0.32909852	0.015714258	-0.15678577	1.9141074	0.05211414	0.46825	1.0	3326.090721845627
628	-131.2523	22.454424	-94.09158	-154.33897	971.75	-13.492055	4.770033	8.724641	-20.768372	2516000	4.7683717e-08	0.34401193	-0.0032280264	-0.16671807	1.8943418	0.0068670292	0.068	2.0	3331.342418193817
629	-107.68227	18.614035	-89.09844	-136.0221	990.5	-10.846347	4.295406	7.911231	-18.810343	2520000	-3.8146974e-09	0.28723046	-0.0122674145	-0.15315881	1.940125	0.012095612	0.103	9.0	3336.535112142563
630	-118.32831	16.096415	-101.32689	-141.89851	1000.0	-11.749172	2.4089105	-7.7215104	-19.258793	2524000	-1.6880036e-07	0.27593255	-0.0070373053	-0.22311611	1.9426225	0.016032422	0.1625	12.0	3343.4541568756104
631	-116.4205	4.368284	-109.01381	-119.77871	1000.0	-11.27925	4.6510215	8.606018	-18.362959	2528000	8.72612e-08	0.98743296	-0.006326954	-0.8149807	1.8745468	0.005997733	0.02975	2.0	3348.974589586258
632	-117.08586	12.375777	-96.21633	-128.01129	1000.0	-11.519387	1.6879613	-8.008341	-16.238213	2532000	2.0980835e-08	0.22768594	0.0006848183	-0.1595582	1.8548323	0.019280288	0.18525	10.0	3354.5409224033356
633	-117.40918	20.34994	-86.89024	-143.7575	1000.0	-11.616517	2.7692893	-5.20362	-19.241756	2536000	-1.0681153e-07	0.17996795	-0.0015590057	-0.085070126	1.8372649	0.013364721	0.17025	3.0	3360.0902388095856
634	-125.810844	8.186925	-113.03672	-134.56566	1000.0	-12.666987	2.0570495	-7.3112216	-18.500683	2540000	4.768372e-10	0.17488094	0.004419635	-0.11537057	1.8825616	0.0150743835	0.22625	1.0	3365.5615949630737
635	-154.90198	24.422333	-125.5182	-185.6376	1000.0	-14.508056	4.183311	7.6658792	-20.261143	2544000	1.6212464e-07	3.2403598	0.06530418	-2.9336393	1.917094	0.09477493	0.547	1.0	3371.0971274375916
636	-134.85744	15.992137	-114.43253	-155.03304	1000.0	-13.23701	3.4319897	1.2689533	-21.038797	2548000	-1.7166137e-08	0.28977257	0.07906072	-0.15789814	1.8958665	0.16075592	0.65525	1.0	3376.9503803253174
637	-117.14238	12.061108	-104.89001	-134.46324	986.25	-11.25798	5.812666	9.519008	-18.92541	2552000	-2.002716e-08	0.6329544	-0.00085364154	-0.327648	1.8768208	0.008938812	0.07	1.0	3382.1561415195465
638	-106.63185	15.493605	-90.34991	-131.68025	985.25	-9.673536	5.7771697	8.789484	-18.516882	2556000	3.3378602e-09	0.3599799	0.0044197673	-0.12054269	1.8818749	0.014601429	0.2195	3.0	3387.378569841385
639	-113.29599	36.54373	-64.69226	-154.1274	985.25	-11.275309	5.470826	7.654354	-19.748678	2560000	-2.2888184e-08	0.41633004	-0.00466169	-0.27696574	1.857456	0.0024073592	0.00875	1.0	3392.6188139915466
640	-115.22894	24.022896	-86.59254	-146.31453	980.5	-11.529848	4.9538846	9.274291	-19.614138	2564000	-2.07901e-07	0.34102246	-0.0028254453	-0.18087782	1.8702755	0.0044104	0.0185	1.0	3399.298598051071
641	-125.544876	14.332341	-104.473434	-144.8713	1000.0	-12.47756	4.3118067	7.7930946	-19.515553	2568000	-6.103516e-08	0.2296455	-0.005135761	-0.08103143	1.8733443	0.013613315	0.13625	3.0	3404.7509229183197
642	-86.1653	20.409943	-62.373085	-106.8188	1000.0	-8.088376	4.6120796	10.794857	-16.1609	2572000	-9.536743e-09	0.45075348	-0.022246115	-0.37881613	1.8432356	0.010401433	0.122	41.0	3410.489726781845
643	-96.110596	20.801132	-71.47095	-119.86877	976.5	-9.654092	4.346126	9.693129	-16.366985	2576000	-8.5830685e-09	0.25309646	-0.008791629	-0.09576343	1.9370922	0.012487257	0.1365	6.0	3415.738048315048
644	-89.74626	18.657738	-68.32501	-119.693245	986.25	-8.365401	4.851719	9.5948305	-16.344538	2580000	2.0980835e-08	0.15797055	-0.004709467	-0.05575972	1.9135746	0.014372028	0.1555	3.0	3420.920709848404
645	-106.2112	21.151978	-83.21187	-128.91254	992.5	-10.631259	4.1545534	5.621065	-17.80037	2584000	1.1062622e-07	0.49951032	-0.019412465	-0.40643984	1.8602549	0.011630718	0.099	41.0	3426.3099522590637
646	-84.74739	18.232529	-64.2299	-113.016266	974.25	-8.04474	4.6874986	10.946151	-16.093613	2588000	4.196167e-08	0.38625327	-0.022895245	-0.21361487	1.8886875	0.012601392	0.165	79.0	3431.9575731754303
647	-106.94543	13.093282	-86.251495	-122.5597	1000.0	-9.711127	4.1152806	6.104952	-16.505905	2592000	-1.13487246e-07	0.19806829	-0.01649597	-0.105436414	1.7832215	0.012566551	0.15325	79.0	3437.861711502075
648	-115.285995	11.629898	-95.29765	-124.258316	1000.0	-11.792403	1.8080919	-7.3362465	-16.200346	2596000	-3.4332274e-08	0.15897213	-0.0146637065	-0.122489154	1.6808182	0.01442287	0.09525	15.0	3443.3702006340027
649	-97.81999	26.697002	-68.08989	-136.7145	1000.0	-9.134381	4.479395	6.510456	-17.822754	2600000	1.1062622e-07	0.36000675	-0.009142651	-0.27758494	1.7317361	0.012634567	0.17725	8.0	3448.90460062027
650	-89.01616	29.17146	-59.553043	-137.41649	1000.0	-8.490494	4.3044896	9.441732	-17.217432	2604000	7.629395e-09	0.16757798	-0.018287728	-0.101585545	1.7567396	0.009620638	0.15	79.0	3456.4060547351837
651	-73.88611	5.6301694	-64.2778	-78.65106	1000.0	-6.5006104	2.5090337	7.007003	-13.338331	2608000	4.5776368e-08	0.47078142	-0.012756561	-0.3473362	1.7115232	0.009008839	0.087	79.0	3462.24231672287
