Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
28	-127.03987	92.03748	-53.62336	-283.72845	1000.0	-2.0901053	0.0	-2.0901053	-2.0901053	116000	1.9550324e-08	168.06491	-0.0068030725	-1.0650024	7.1599083	0.004225347	0.04875	79.0	153.6646909713745
29	-159.93687	49.034035	-91.86225	-229.62022	1000.0	-2.1459787	0.0	-2.1459787	-2.1459787	120000	-2.1457673e-08	183.52646	-0.0074446253	-1.7332306	7.1037455	0.003581331	0.07675	79.0	158.93177556991577
30	-183.42178	47.763157	-113.50338	-247.91573	1000.0	-2.2156677	0.0	-2.2156677	-2.2156677	124000	1.3017655e-07	240.80421	-0.007317331	-2.3835297	7.158081	0.010314736	0.05125	79.0	164.61157631874084
31	-153.69138	125.489105	-9.921761	-305.33353	1000.0	-2.2979033	0.00014863648	-2.291104	-2.297908	128000	-7.629395e-09	279.36768	-0.0064550564	-1.6374207	7.1532226	0.0066467966	0.05675	79.0	169.89478397369385
32	-189.00609	85.68141	-60.682106	-301.93936	1000.0	-2.3676581	2.3841858e-07	-2.3676584	-2.3676584	132000	-9.1552735e-08	295.28738	-0.006840658	-2.5021973	7.204853	0.009346962	0.093	79.0	175.09288954734802
33	-125.36762	106.960434	-8.248674	-273.87686	1000.0	-2.4453256	0.02962268	-2.1366253	-2.4518673	136000	-1.525879e-08	183.91159	-0.008072489	-1.6163635	7.1712294	0.009649866	0.0645	79.0	180.366117477417
34	-128.953	54.051064	-44.183765	-183.51358	1000.0	-2.5079582	0.008792044	-2.3690042	-2.5097406	140000	3.528595e-08	116.732765	-0.0066875657	-1.0898056	7.186074	0.0060080243	0.063	79.0	185.77415370941162
35	-175.21573	90.41629	-90.69906	-307.22815	1000.0	-2.5647495	0.0032376717	-2.54287	-2.5656452	144000	-6.866455e-08	259.84412	-0.005815079	-2.153595	7.184491	0.0041666753	0.05025	79.0	190.9785566329956
36	-204.6803	55.318844	-128.86024	-285.07523	1000.0	-2.6440823	0.0	-2.6440823	-2.6440823	148000	2.6917456e-07	296.7031	-0.005193424	-3.016449	7.232932	0.005842802	0.04975	79.0	196.19371390342712
37	-230.65475	93.4047	-69.111725	-292.46487	1000.0	-2.738226	0.00019659205	-2.728121	-2.7382307	152000	1.2397766e-07	425.9626	-0.0070942743	-3.8356628	7.2240705	0.009937941	0.07725	79.0	201.4621865749359
38	-164.89615	118.68339	-44.618103	-293.43683	1000.0	-2.843264	2.3841858e-07	-2.8432643	-2.8432643	156000	-5.6266785e-08	278.5605	-0.007451668	-1.8301392	7.2410693	0.008482644	0.06975	79.0	206.70805191993713
39	-108.776794	40.598793	-51.83418	-165.46368	1000.0	-2.9178839	2.3841858e-07	-2.9178836	-2.9178836	160000	2.6702882e-08	67.918015	-0.008135153	-0.64927673	7.256203	0.008322868	0.05575	79.0	211.99763298034668
40	-128.70047	64.67779	-25.500126	-201.25716	1000.0	-2.792477	0.31201768	-1.7416933	-2.9632952	164000	1.5377998e-08	119.19049	-0.006018217	-0.97857666	7.2319417	0.0050435117	0.048	79.0	217.65274906158447
41	-189.54851	99.83147	-68.26463	-293.91763	1000.0	-3.0164273	2.3841858e-07	-3.0164275	-3.0164275	168000	5.7697296e-08	301.16406	-0.007985737	-2.3908997	7.247113	0.008804633	0.072	79.0	223.11156344413757
42	-128.48749	46.386955	-76.27032	-200.43672	1000.0	-3.099918	4.7683716e-07	-3.0999174	-3.0999174	172000	1.4925003e-07	99.248795	-0.00805139	-1.0068893	7.286154	0.006901685	0.06525	79.0	228.3456015586853
43	-206.26295	48.99801	-140.24205	-277.17267	1000.0	-3.1574087	2.3841858e-07	-3.1574085	-3.1574085	176000	-3.552437e-08	280.05493	-0.005351077	-2.873169	7.328081	0.005313008	0.04325	79.0	233.6124529838562
44	-160.53503	114.69651	-19.753649	-301.96844	1000.0	-3.2488954	0.00078367954	-3.2349	-3.2489696	180000	8.5830685e-09	251.34541	-0.00858187	-2.074295	7.42789	0.007219119	0.063	79.0	238.83078908920288
45	-153.17485	39.7692	-111.20643	-212.68166	1000.0	-3.3229373	7.1525574e-07	-3.322938	-3.322938	184000	-2.040863e-07	136.01627	-0.008018262	-1.4497833	7.4115076	0.0024801923	0.06725	79.0	244.1046061515808
46	-146.88945	78.4115	-52.022102	-261.09393	1000.0	-3.2981908	0.16224378	-2.858457	-3.390213	188000	5.3405763e-08	161.25725	-0.0048118993	-1.6235199	7.477263	0.006933688	0.0445	79.0	249.38227677345276
47	-181.61182	99.30969	-44.730015	-279.9808	1000.0	-3.3795507	0.13531357	-2.8698626	-3.4541826	192000	-1.1444092e-08	268.19598	-0.008417396	-2.2926025	7.398325	0.005758378	0.07725	79.0	254.67403388023376
48	-168.35747	41.55122	-102.93647	-217.96861	1000.0	-3.535221	4.7683716e-07	-3.5352216	-3.5352216	196000	-9.346008e-08	165.12091	-0.010747733	-1.8193817	7.484584	0.008055938	0.11775	79.0	259.95606660842896
49	-95.70644	82.72799	-13.687736	-224.60667	1000.0	-3.5667593	0.09493196	-3.1145911	-3.6114044	200000	-1.6212464e-08	88.27512	-0.008914281	-1.3628998	7.4105854	0.006645509	0.07025	79.0	265.4329402446747
50	-259.1279	22.920305	-221.95042	-284.3782	1000.0	-3.653141	2.3841858e-07	-3.6531413	-3.6531413	204000	-5.955696e-07	425.86362	-0.0072999485	-4.6421814	7.4146113	0.007927401	0.08825	79.0	271.1303267478943
51	-147.76678	84.62638	-24.91361	-263.6526	1000.0	-3.2778835	0.85285145	-1.4988198	-3.7692533	208000	4.482269e-08	163.85419	-0.005033288	-1.5199127	7.320549	0.0041805133	0.04575	79.0	276.4219753742218
52	-173.07324	70.14128	-76.20141	-271.49426	1000.0	-3.8370097	0.0061258315	-3.779697	-3.8390026	212000	-1.525879e-08	196.25957	-0.006074584	-1.8084259	7.201065	0.005559337	0.073	79.0	281.7385754585266
53	-195.729	46.54464	-153.35986	-272.97156	1000.0	-3.9132273	4.7683716e-07	-3.9132278	-3.9132278	216000	-1.4972687e-07	227.13408	-0.0069961534	-2.4274445	7.198213	0.0050620316	0.054	79.0	287.05637669563293
54	-114.98046	96.26726	-4.2318063	-259.6306	1000.0	-3.5682516	0.7494036	-2.0053189	-3.9995325	220000	-1.4305114e-08	124.82141	-0.007492357	-1.4971161	7.3270955	0.007943209	0.06725	79.0	292.32319355010986
55	-111.81693	44.433403	-51.97661	-164.86353	1000.0	-4.0513797	4.7683716e-07	-4.051379	-4.051379	224000	7.7486035e-08	60.092716	-0.009074412	-0.54130936	7.349493	0.0063042548	0.0585	79.0	297.6174931526184
56	-214.90414	62.98421	-108.25353	-271.56232	1000.0	-4.093648	4.7683716e-07	-4.0936484	-4.0936484	228000	8.916855e-08	291.49695	-0.0073616384	-2.956543	7.370164	0.008192475	0.053	79.0	302.9871869087219
57	-55.462982	31.651138	-23.466331	-103.56353	1000.0	-2.7914917	1.0269516	-1.3679271	-4.1882386	232000	-1.1825561e-07	10.493856	-0.004924119	-1.4419403	7.2730126	0.0042388984	0.0395	79.0	308.22612404823303
58	-272.08292	22.677593	-235.74016	-292.48032	1000.0	-4.210206	9.536743e-07	-4.210207	-4.210207	236000	2.8324126e-07	454.874	-0.0087700235	-4.9127502	7.1319613	0.008507581	0.10125	65.0	313.4584150314331
59	-124.91252	83.38795	-12.75761	-230.71275	1000.0	-3.685254	1.1157748	-1.3747106	-4.3290668	240000	5.9127807e-08	113.87961	-0.008982265	-0.9941101	7.1165037	0.005013231	0.072	79.0	318.78384137153625
60	-146.88571	75.733635	-56.933044	-265.0255	1000.0	-4.3882484	0.00050410273	-4.3699985	-4.3882723	244000	-2.2888184e-08	139.2085	-0.006757228	-1.0821075	7.0975065	0.007368735	0.07375	79.0	324.6036767959595
61	-153.85724	53.038284	-102.57371	-239.8324	1000.0	-4.446784	4.7683716e-07	-4.4467835	-4.4467835	248000	-5.9127807e-08	125.92205	-0.009067826	-1.2518234	6.94928	0.0052471836	0.06475	79.0	329.9522485733032
62	-113.86329	73.5458	-5.307226	-188.22314	1000.0	-3.590392	1.5938933	-0.5175395	-4.5104933	252000	6.484986e-08	82.916954	-0.0086764125	-0.7142792	6.961022	0.011328979	0.07425	79.0	335.51185750961304
63	-204.65552	111.91969	-12.788431	-291.6657	1000.0	-3.7383933	1.4233081	-1.0436301	-4.5596237	256000	-6.556511e-08	319.571	-0.008825693	-2.8334656	6.9622564	0.011477855	0.09175	79.0	341.82865738868713
64	-135.00569	86.54431	-61.27625	-273.44455	1000.0	-4.6538568	0.0	-4.6538568	-4.6538568	260000	3.1471252e-08	130.36339	-0.0075776856	-0.9249573	6.93478	0.009065321	0.063	79.0	347.1139614582062
65	-172.33267	61.29248	-119.057884	-271.4588	1000.0	-4.712095	0.0	-4.712095	-4.712095	264000	-2.0980835e-07	165.35262	-0.007672989	-1.6519623	6.959194	0.0038661633	0.0725	79.0	352.39963841438293
66	-97.75545	48.78321	-50.829643	-179.51326	1000.0	-4.7637057	0.051403698	-4.4378953	-4.785583	268000	1.2588501e-07	41.373676	-0.00651543	-0.33671188	7.07764	0.0008086398	0.0715	79.0	357.6506006717682
67	-120.195015	85.278564	-26.065022	-251.23297	1000.0	-4.3762326	0.7741212	-2.4471333	-4.8215528	272000	-1.9073486e-08	105.014145	-0.007709488	-0.70114136	7.0261426	0.005030072	0.06525	79.0	362.9697468280792
68	-148.32849	46.36029	-100.87927	-201.01537	1000.0	-4.8690486	0.0	-4.8690486	-4.8690486	276000	-1.0490417e-08	102.64311	-0.0057144687	-1.1281586	7.0057044	0.002207008	0.04025	79.0	368.26440382003784
69	-117.85002	85.21996	-16.280035	-247.06541	1000.0	-4.0937357	1.4527985	-1.358854	-4.9321537	280000	-3.9100648e-08	99.50523	-0.009117938	-0.7272339	7.068654	0.005187746	0.074	79.0	373.5600092411041
70	-145.48685	94.07982	-24.930023	-281.76642	1000.0	-4.337421	1.1238074	-2.0680566	-4.9847302	284000	-1.8000602e-08	151.71303	-0.0076694475	-1.2259827	7.1429315	0.0045651654	0.08025	79.0	379.26936388015747
71	-114.591324	71.79427	-46.187687	-231.77104	1000.0	-4.8851132	0.292428	-3.9618328	-5.0514956	288000	9.775162e-09	78.7753	-0.010424075	-0.5679245	7.0583363	0.009053701	0.075	79.0	384.75248551368713
72	-176.74255	52.343597	-98.30755	-234.47263	1000.0	-5.099044	4.7683716e-07	-5.0990434	-5.0990434	292000	4.5776368e-08	157.976	-0.0061659864	-1.8622131	7.094832	0.008359139	0.06375	79.0	390.0153388977051
73	-105.64301	99.808556	-7.7225986	-270.36383	1000.0	-4.25962	1.5889366	-1.3758833	-5.181518	296000	5.00679e-08	105.32702	-0.009076289	-0.70025635	7.156467	0.0072047366	0.05975	79.0	395.34274220466614
74	-151.03516	61.978905	-68.74716	-213.5451	1000.0	-5.2257276	0.012485402	-5.15539	-5.2317734	300000	-9.536743e-08	115.64719	-0.0085291695	-1.2168884	7.192774	0.00894732	0.07725	79.0	400.61123609542847
75	-169.35341	85.53989	-35.800327	-271.07846	1000.0	-5.028321	0.47415835	-4.0345716	-5.2994637	304000	1.525879e-08	177.07701	-0.00892336	-1.9173889	7.196559	0.010539634	0.071	79.0	405.8105854988098
76	-159.6141	94.74556	-17.6123	-274.11646	1000.0	-4.625892	1.3142226	-1.7243211	-5.383868	308000	9.608269e-08	168.89334	-0.00895981	-1.7715454	7.2070327	0.0054051317	0.07375	79.0	411.131489276886
77	-152.04822	79.756454	-22.889671	-232.92923	1000.0	-4.6979733	1.3314148	-2.0244641	-5.465972	312000	6.139278e-08	132.72612	-0.0067666164	-1.4375916	7.2728972	0.009374341	0.06175	79.0	416.4491481781006
78	-87.85733	40.888077	-27.206911	-142.52295	1000.0	-4.7957416	1.2925079	-2.2738853	-5.541785	316000	-9.536744e-10	21.499641	-0.007865917	-0.24671364	7.321852	0.004441029	0.07975	79.0	421.6791570186615
79	-43.95755	9.343478	-32.262722	-58.244392	1000.0	-4.1198645	0.8580451	-2.876758	-5.5670433	320000	4.7683715e-09	0.074402116	-0.009514433	-0.05787293	7.3422174	0.006242256	0.085	79.0	427.0952160358429
80	-180.3646	101.35234	-63.007523	-303.13287	1000.0	-5.5793953	0.0006457118	-5.566041	-5.5794516	324000	2.6226044e-09	219.43373	-0.007971742	-1.8869781	7.2932	0.00988007	0.07	79.0	432.79519629478455
81	-176.91727	81.55968	-41.454594	-245.97514	1000.0	-5.3107095	0.61192435	-4.106969	-5.663832	328000	8.2015994e-08	179.21794	-0.007897701	-2.080368	7.292617	0.009620659	0.07375	79.0	438.0634603500366
82	-194.49689	65.58649	-129.41751	-288.6266	1000.0	-5.757093	1.4305115e-06	-5.7570915	-5.7570915	332000	-2.3841858e-08	196.135	-0.0061041117	-2.4525604	7.372376	0.00613086	0.052	79.0	443.3642978668213
83	-131.01544	95.95949	-26.993063	-262.30624	1000.0	-5.2320995	0.79379755	-3.582108	-5.856902	336000	-5.018711e-08	121.34193	-0.009741405	-1.268013	7.319392	0.005606275	0.07575	79.0	448.63072752952576
84	-141.38144	64.44804	-59.887623	-222.03067	1000.0	-5.898871	0.044891257	-5.7589197	-5.9216275	340000	1.692772e-08	92.97525	-0.0059782495	-0.90795135	7.2525487	0.0031352944	0.0435	79.0	453.8936417102814
85	-115.27127	91.939835	-46.112892	-271.7451	1000.0	-5.4714875	0.8060699	-3.969791	-5.9830294	344000	-6.699562e-08	97.641304	-0.004378336	-0.6527176	7.2245097	0.003750553	0.05575	79.0	459.1604082584381
86	-108.21333	89.80109	-5.682479	-201.2958	1000.0	-4.4919505	1.6443594	-1.8322983	-6.031242	348000	9.536744e-10	80.74187	-0.0065079764	-1.2142715	7.335528	0.007460728	0.0625	79.0	464.4737846851349
87	-87.556244	46.91792	-8.877941	-125.19246	1000.0	-4.7302604	2.3261278	-0.60650826	-6.084208	352000	9.536743e-09	19.08743	-0.00364181	-0.30704308	7.3354897	0.006036034	0.04975	79.0	469.9479639530182
88	-193.56143	78.94133	-73.347176	-276.5409	1000.0	-6.1118774	0.012446168	-6.026669	-6.1187224	356000	-1.0490417e-08	202.0654	-0.0067108637	-2.3446503	7.23855	0.0059246696	0.05775	79.0	475.22576880455017
89	-205.93803	51.947155	-143.18106	-277.371	1000.0	-6.2168097	9.536743e-07	-6.216809	-6.216809	360000	-1.5640259e-07	199.00305	-0.0052073947	-2.8585815	7.110408	0.0068583116	0.055	79.0	480.5127944946289
90	-75.14882	27.5272	-27.77459	-94.034645	1000.0	-5.4070516	1.5947373	-2.4919963	-6.3275833	364000	-2.1553039e-07	4.9983697	-0.007898117	-0.10369444	6.999101	0.0077460567	0.0705	79.0	486.25266575813293
91	-157.30042	60.94913	-74.257416	-237.28958	1000.0	-6.347467	0.013210917	-6.276255	-6.3542905	368000	-1.2624264e-07	106.38686	-0.004170155	-1.158287	6.9961085	0.0028992088	0.04025	79.0	491.5640711784363
92	-123.7487	74.1803	-17.774769	-226.93402	1000.0	-5.402104	1.7678082	-2.1830792	-6.422358	372000	-7.2479246e-08	72.36328	-0.0045301234	-0.8181839	6.983494	0.005382697	0.05975	79.0	496.793643951416
93	-105.1307	65.705345	-6.885158	-191.94899	1000.0	-5.136776	2.3294044	-1.0566134	-6.4816384	376000	-8.296966e-08	43.521446	-0.011494087	-0.49520493	6.9923267	0.013386447	0.1045	79.0	502.0877516269684
94	-127.08691	61.559307	-51.479332	-209.32591	1000.0	-6.192848	0.58170545	-5.03756	-6.528337	380000	8.3446505e-10	64.38288	-0.00596566	-0.63531876	7.0660043	0.011423685	0.05675	79.0	507.41520619392395
95	-114.55988	89.28955	-22.432356	-205.4464	1000.0	-4.648632	1.9375204	-2.4279904	-6.582508	384000	3.4332274e-08	81.13539	-0.0064593605	-0.82683563	7.069874	0.0063458695	0.051	79.0	512.9470863342285
96	-95.91305	46.562748	-16.441187	-131.51712	1000.0	-5.3640714	2.2132688	-1.3213859	-6.6416345	388000	-1.592636e-07	20.550219	-0.006462282	-0.3025856	7.0086727	0.008270379	0.0775	79.0	518.2331657409668
97	-198.45416	91.6359	-79.79045	-297.5912	1000.0	-6.681364	9.536743e-07	-6.681363	-6.681363	392000	6.771088e-08	219.13715	-0.0071380353	-2.5148468	7.0147624	0.00648783	0.061	79.0	523.4896914958954
98	-115.93919	66.09312	-55.672737	-221.80424	1000.0	-6.309367	0.4800351	-5.3814015	-6.787815	396000	-5.2452087e-09	56.689182	-0.0067533716	-0.55981445	6.98953	0.006242034	0.05325	79.0	528.7760882377625
99	-238.53134	24.659979	-209.65446	-268.35284	1000.0	-6.839951	0.0	-6.839951	-6.839951	400000	2.3269654e-07	251.61095	-0.0063344184	-4.0217896	7.1215553	0.0037109142	0.05475	79.0	534.055596113205
100	-121.982925	114.80012	-8.729333	-291.0902	1000.0	-4.596401	2.4141781	-1.5276875	-6.9716563	404000	1.9073486e-08	123.33433	-0.007748974	-1.1704025	7.1082606	0.010806697	0.06925	79.0	539.7907845973969
101	-102.92734	72.61154	-20.32905	-217.2153	1000.0	-6.072878	1.6012039	-2.7769775	-7.044123	408000	-3.242493e-08	48.799957	-0.004658464	-0.6778488	7.1296377	0.0057134843	0.0465	79.0	545.111160993576
102	-186.23268	79.5838	-65.604996	-279.83002	1000.0	-6.9755607	0.19191837	-6.4950876	-7.085099	412000	1.5163421e-07	167.26483	-0.007412717	-1.908905	7.0834475	0.0065603186	0.059	79.0	550.3956744670868
103	-214.5288	53.988827	-124.13863	-259.00983	1000.0	-7.1760798	4.7683716e-07	-7.17608	-7.17608	416000	-2.4986267e-07	198.55869	-0.004771595	-2.9036102	7.1235094	0.010726189	0.07975	79.0	555.9071786403656
104	-140.9315	107.6595	-19.277388	-293.19058	1000.0	-5.7167306	2.2290204	-1.8147845	-7.2893615	420000	-5.722046e-09	131.74408	-0.005057922	-1.0953217	7.1813493	0.0052834805	0.04075	79.0	561.2064809799194
105	-86.03285	55.25704	-18.830372	-156.97655	1000.0	-5.5044227	2.0922704	-2.0619578	-7.361712	424000	-8.678436e-08	19.537884	-0.0063831713	-0.22846794	7.1545496	0.0062188637	0.06625	79.0	566.4923820495605
106	-78.12003	37.601707	-18.047596	-118.98043	1000.0	-5.912275	2.4625325	-1.4366441	-7.393035	428000	5.531311e-08	5.5776243	-0.0065669287	-0.098556995	7.205872	0.006555072	0.06275	79.0	571.7791674137115
107	-166.5087	102.78323	-51.864063	-279.44763	1000.0	-6.5565715	1.4783773	-3.6631792	-7.409761	432000	1.9550324e-08	161.91016	-0.0062245415	-1.6413727	7.174322	0.0066276626	0.048	79.0	577.0290594100952
108	-180.25568	48.383526	-106.812675	-227.5883	1000.0	-7.48658	1.9073486e-06	-7.486582	-7.486582	436000	1.3446808e-07	114.38465	-0.006971367	-1.6905518	7.152536	0.005657834	0.064	79.0	582.3224260807037
109	-227.33136	54.67201	-145.7185	-296.83127	1000.0	-7.576004	0.0	-7.576004	-7.576004	440000	9.846687e-08	220.88918	-0.004693301	-3.2811127	7.1659107	0.0042852247	0.053	79.0	587.6626312732697
110	-205.86115	41.09387	-149.81183	-259.35318	1000.0	-7.6967087	4.7683716e-07	-7.696708	-7.696708	444000	-1.5163421e-07	155.72598	-0.006621848	-2.4082947	7.1733956	0.0116941305	0.068	79.0	593.5477519035339
111	-75.17902	50.597977	-20.299152	-150.25131	1000.0	-5.9282494	2.0688188	-2.599234	-7.800862	448000	2.3841858e-08	12.065416	-0.0051619126	-0.63500214	7.1386423	0.0040895073	0.04325	79.0	599.0465199947357
112	-192.62936	21.580383	-159.77841	-220.09026	1000.0	-7.8274226	0.0	-7.8274226	-7.8274226	452000	1.3351441e-08	115.360374	-0.005628308	-1.7245026	7.089204	0.006599581	0.0475	79.0	604.3289811611176
113	-100.61774	72.06338	-25.560886	-211.77095	1000.0	-5.9411144	2.1393309	-2.5916939	-7.91142	456000	1.001358e-08	40.35912	-0.00981298	-0.32870865	7.093366	0.009613149	0.077	79.0	609.5914618968964
114	-151.11276	73.674515	-46.07847	-229.50111	1000.0	-7.1317854	1.4219254	-4.1726685	-7.9524517	460000	-2.7656554e-08	87.5987	-0.006421187	-0.9117737	7.0999346	0.0030713985	0.05875	79.0	614.9497001171112
115	-224.70073	53.650673	-136.88193	-279.88635	1000.0	-8.015787	9.536743e-07	-8.015788	-8.015788	464000	-7.224083e-08	202.54045	-0.006432127	-2.9154968	7.035634	0.007471021	0.071	79.0	620.3270621299744
116	-154.82117	81.952225	-64.583015	-285.33112	1000.0	-7.793497	0.58198935	-6.5448685	-8.128156	468000	-4.482269e-08	102.56643	-0.004156572	-0.97946167	7.1532016	0.0042880108	0.053	79.0	625.7090816497803
